sample	cluster_joint_r0.1	cluster_joint_r1	cluster_joint_r2	cluster_joint_r4	tsne_x	tsne_y	modality
LS-15501_S29_E1-50	1	4	3	22	5.131385119127005	9.12540219362392	smarter_cells
LS-15501_S30_E1-50	4	13	18	17	7.740215973258488	5.482825156421775	smarter_cells
LS-15501_S31_E1-50	4	7	5	11	10.992767949177042	4.054090175698823	smarter_cells
LS-15501_S32_E1-50	7	9	19	19	-9.340380207909922	10.810436560632537	smarter_cells
LS-15501_S33_E1-50	1	4	3	5	4.724728415372998	6.720644318228136	smarter_cells
LS-15501_S35_E1-50	1	4	3	22	5.024203194980116	10.531327231023036	smarter_cells
LS-15501_S37_E1-50	1	4	14	32	3.10728168511123	10.780355093385118	smarter_cells
LS-15501_S38_E1-50	2	1	7	28	5.665145268180579	-0.3427391815399966	smarter_cells
LS-15501_S40_E1-50	1	4	3	22	5.779378327498532	9.211650689177569	smarter_cells
LS-15501_S42_E1-50	1	4	3	32	4.450425048898817	10.595871860752924	smarter_cells
LS-15501_S45_E1-50	4	7	5	11	9.625290571971648	3.785495812923308	smarter_cells
LS-15501_S46_E1-50	4	7	5	11	9.655048919813414	4.992221219387745	smarter_cells
LS-15501_S48_E1-50	7	9	19	19	-8.480111495515393	10.880067724185249	smarter_cells
LS-15501_S73_E1-50	4	13	18	17	7.809336432555277	5.522623217241306	smarter_cells
LS-15501_S74_E1-50	4	7	5	11	11.428283570826943	3.1966970672823978	smarter_cells
LS-15501_S75_E1-50	4	8	6	33	8.35864173099631	1.4048187991037204	smarter_cells
LS-15501_S76_E1-50	1	15	22	31	-0.9115599892267822	9.598634120890233	smarter_cells
LS-15501_S77_E1-50	7	9	19	19	-9.179339746444663	10.259929715092127	smarter_cells
LS-15501_S78_E1-50	4	8	6	10	8.89886698492477	1.0640317183762296	smarter_cells
LS-15501_S80_E1-50	4	7	5	14	10.448783656255063	5.40170655592395	smarter_cells
LS-15501_S82_E1-50	4	7	5	14	11.595051886441677	4.162674332797182	smarter_cells
LS-15501_S83_E1-50	4	7	5	14	10.550051469313171	5.407027775185549	smarter_cells
LS-15501_S84_E1-50	4	7	5	11	9.83582712991107	5.184706210613147	smarter_cells
LS-15501_S85_E1-50	4	8	6	33	9.344790897397	1.920224318221493	smarter_cells
LS-15501_S86_E1-50	4	8	6	10	7.728126266911799	-0.7389250401964198	smarter_cells
LS-15501_S88_E1-50	7	9	19	19	-8.916994433607353	10.093602263337788	smarter_cells
LS-15510_S01_E1-50	2	1	7	28	5.969102620034369	-0.00984780273732316	smarter_cells
LS-15510_S02_E1-50	2	1	7	2	4.699877941405935	-0.5235846046762377	smarter_cells
LS-15510_S03_E1-50	5	2	1	3	5.400692877988637	-12.045226218466716	smarter_cells
LS-15510_S04_E1-50	2	1	7	2	4.782629972357919	-0.6529373833552222	smarter_cells
LS-15510_S05_E1-50	5	2	1	3	6.763962371049736	-11.262201974553408	smarter_cells
LS-15510_S06_E1-50	2	1	7	28	6.485806643720701	-0.09899191633386312	smarter_cells
LS-15510_S07_E1-50	2	1	7	2	5.403173414676142	-0.4469999658212471	smarter_cells
LS-15510_S08_E1-50	5	2	9	23	4.942980164529549	-13.105513623505054	smarter_cells
LS-15510_S09_E1-50	5	2	1	3	6.441085833473241	-9.687437118562622	smarter_cells
LS-15510_S10_E1-50	2	1	7	2	4.63856314272547	-1.0718465092784617	smarter_cells
LS-15510_S11_E1-50	5	2	1	3	6.643264614468501	-9.661189034569	smarter_cells
LS-15510_S12_E1-50	2	1	7	2	5.415719440677342	-0.5983500872939007	smarter_cells
LS-15510_S13_E1-50	2	1	7	2	4.728176380153317	-0.8040378713130041	smarter_cells
LS-15510_S14_E1-50	4	8	6	10	9.354157363199885	-0.5867116674486932	smarter_cells
LS-15510_S15_E1-50	5	2	9	23	4.202482572234173	-13.465713148625102	smarter_cells
LS-15510_S16_E1-50	2	1	2	6	7.462637319963278	-4.171798694782551	smarter_cells
LS-15510_S17_E1-50	1	4	3	22	4.958030238001162	10.230237665907909	smarter_cells
LS-15510_S18_E1-50	1	4	3	29	3.9845468137054687	10.463350475313343	smarter_cells
LS-15510_S19_E1-50	3	6	23	37	-9.518765995474824	-3.9876107842665784	smarter_cells
LS-15510_S20_E1-50	1	4	14	32	2.400516237310975	10.221519036566766	smarter_cells
LS-15510_S21_E1-50	1	4	3	22	5.875280519203615	8.940851170877652	smarter_cells
LS-15510_S22_E1-50	7	9	17	42	-7.646050774337044	11.896102527220819	smarter_cells
LS-15510_S23_E1-50	1	4	3	29	4.087688158851256	9.174313672101192	smarter_cells
LS-15510_S24_E1-50	1	4	3	5	5.855905342327416	7.810899953945732	smarter_cells
LS-15510_S25_E1-50	3	3	15	7	-10.041158500130912	-2.775273252294736	smarter_cells
LS-15510_S26_E1-50	3	6	23	37	-10.306001370152677	-4.563470338431559	smarter_cells
LS-15510_S27_E1-50	1	4	3	29	3.8628209174477033	9.689765482837263	smarter_cells
LS-15510_S28_E1-50	3	6	12	27	-8.077566429761463	-5.44578431898943	smarter_cells
LS-15510_S29_E1-50	6	12	13	8	-6.009480304836604	-10.823311667762582	smarter_cells
LS-15510_S30_E1-50	3	3	4	9	-7.7683149752245475	-1.4292386703453743	smarter_cells
LS-15510_S31_E1-50	1	4	3	29	3.087612767236729	10.435838333292	smarter_cells
LS-15510_S32_E1-50	6	14	20	21	-4.150597356972207	-6.639373933218637	smarter_cells
LS-15510_S33_E1-50	3	6	12	26	-9.928672943226626	-4.80416131273092	smarter_cells
LS-15510_S34_E1-50	3	3	15	7	-10.558241075341392	-3.669124458153638	smarter_cells
LS-15510_S35_E1-50	3	3	4	9	-7.3364428498134195	-2.4900382431704497	smarter_cells
LS-15510_S36_E1-50	1	5	16	12	2.209394096937362	9.696828919331796	smarter_cells
LS-15510_S37_E1-50	1	4	3	22	5.911947519046288	9.569470882581536	smarter_cells
LS-15510_S38_E1-50	1	4	3	22	6.1402795568592445	9.405578876291756	smarter_cells
LS-15510_S39_E1-50	3	6	12	27	-8.782831558157973	-5.678300544752415	smarter_cells
LS-15520_S01_E1-50	4	7	5	14	10.96889520390973	5.02027512863562	smarter_cells
LS-15520_S02_E1-50	4	7	5	11	9.803012881841992	3.8828357612431503	smarter_cells
LS-15520_S03_E1-50	2	1	7	28	5.39081582599398	-0.32388885397275313	smarter_cells
LS-15520_S04_E1-50	4	8	6	10	9.103558550993252	0.40642221462344363	smarter_cells
LS-15520_S05_E1-50	7	9	19	19	-9.39836086696885	11.481981015659265	smarter_cells
LS-15520_S06_E1-50	4	7	5	11	11.254358947380592	3.9661909136421567	smarter_cells
LS-15520_S07_E1-50	4	8	6	10	8.77732414672617	-0.25269034972105725	smarter_cells
LS-15520_S08_E1-50	4	13	18	17	7.72207644893744	5.222871051653624	smarter_cells
LS-15520_S09_E1-50	4	7	5	14	11.468542249698617	4.669917761774919	smarter_cells
LS-15520_S10_E1-50	4	7	5	11	11.254202980388175	3.854673103062423	smarter_cells
LS-15520_S11_E1-50	4	8	6	10	9.182453698387866	-0.07100022765216892	smarter_cells
LS-15520_S12_E1-50	4	7	5	14	10.398134350325677	5.0171418837845065	smarter_cells
LS-15520_S13_E1-50	4	7	5	14	11.134617896314527	5.0998083138089685	smarter_cells
LS-15520_S14_E1-50	4	8	6	33	8.091241840124212	1.0229399951475	smarter_cells
LS-15520_S15_E1-50	4	7	5	14	11.456615956395774	5.017037187301684	smarter_cells
LS-15520_S16_E1-50	4	7	5	11	10.233895060552848	3.5360738400945455	smarter_cells
LS-15520_S33_E1-50	4	8	6	33	8.579837919177113	1.0794324830843978	smarter_cells
LS-15520_S34_E1-50	4	7	5	14	10.792812432140568	5.414835888080079	smarter_cells
LS-15520_S35_E1-50	4	8	6	33	8.983344133879745	1.7679036174013083	smarter_cells
LS-15520_S37_E1-50	1	4	3	22	5.535571006772605	10.033645675732611	smarter_cells
LS-15520_S38_E1-50	4	7	5	11	11.802524779014567	3.8202114172887107	smarter_cells
LS-15520_S39_E1-50	4	8	6	38	10.97663967729516	2.8229824266707664	smarter_cells
LS-15520_S40_E1-50	4	7	5	14	10.969764934551987	4.967574940619415	smarter_cells
LS-15520_S41_E1-50	4	7	5	14	11.197813066386367	5.073549704991856	smarter_cells
LS-15520_S42_E1-50	7	9	19	19	-10.036484978698471	11.448405318850076	smarter_cells
LS-15520_S43_E1-50	4	8	6	33	8.473666246458356	1.9987723998572644	smarter_cells
LS-15520_S44_E1-50	4	7	5	14	11.1482285063441	4.628658264444601	smarter_cells
LS-15520_S45_E1-50	4	8	6	14	10.084317777130472	3.268252060727923	smarter_cells
LS-15520_S46_E1-50	4	7	5	11	11.498292939513357	3.9872458806821705	smarter_cells
LS-15520_S48_E1-50	7	9	19	19	-9.11134635753894	10.45435863812919	smarter_cells
LS-15520_S49_E1-50	4	7	5	14	11.519243672746274	4.8560730746303005	smarter_cells
LS-15520_S50_E1-50	4	8	6	38	10.530142654949593	2.698207694998046	smarter_cells
LS-15520_S51_E1-50	4	8	6	33	8.234817474756232	0.7413664877262425	smarter_cells
LS-15520_S52_E1-50	4	7	5	11	11.280212226092027	3.3292610181910747	smarter_cells
LS-15521_S01_E1-50	4	7	5	14	11.220154946455896	4.417216702207579	smarter_cells
LS-15521_S02_E1-50	4	8	6	10	9.141500372064478	0.19034809406241912	smarter_cells
LS-15521_S03_E1-50	4	8	6	10	9.200609987362025	0.08488567293516953	smarter_cells
LS-15521_S04_E1-50	4	7	5	14	11.015892281418441	4.23646381310783	smarter_cells
LS-15521_S05_E1-50	8	11	11	20	-4.890155874277148	1.323956773940108	smarter_cells
LS-15521_S06_E1-50	4	8	6	10	8.902815097099547	-0.09055171467764046	smarter_cells
LS-15521_S07_E1-50	4	7	5	11	11.33744198881243	3.70601273128809	smarter_cells
LS-15521_S08_E1-50	4	8	6	10	9.284884659043737	-0.6139227105390822	smarter_cells
LS-15521_S09_E1-50	4	8	6	10	8.109488540228924	-0.5448278463267526	smarter_cells
LS-15521_S10_E1-50	4	7	5	11	10.766410504015653	4.426990974414351	smarter_cells
LS-15521_S11_E1-50	4	7	5	11	10.599870811200194	4.204089128592389	smarter_cells
LS-15521_S12_E1-50	4	7	5	14	10.578310505954198	4.240143570763378	smarter_cells
LS-15521_S13_E1-50	1	4	3	22	5.997216536383025	8.503779792489457	smarter_cells
LS-15521_S14_E1-50	7	9	19	19	-9.865163179795358	11.139893742172102	smarter_cells
LS-15521_S15_E1-50	4	7	5	11	10.480110419041752	4.72724501232117	smarter_cells
LS-15521_S16_E1-50	4	7	5	14	11.658300728469962	4.062602202055649	smarter_cells
LS-15521_S35_E1-50	4	8	6	10	9.173096406252325	0.0210239412966689	smarter_cells
LS-15521_S36_E1-50	4	8	6	10	9.279905856868941	-0.9613637146956603	smarter_cells
LS-15521_S37_E1-50	4	7	5	14	10.51353351725534	5.224663051544541	smarter_cells
LS-15521_S38_E1-50	4	7	5	11	11.852655643696373	3.3110789713929676	smarter_cells
LS-15521_S39_E1-50	4	7	5	11	11.027500207221538	3.5400680812335845	smarter_cells
LS-15521_S41_E1-50	7	9	19	19	-9.068616481887913	9.107711467906165	smarter_cells
LS-15521_S42_E1-50	4	8	6	10	9.546564001165551	-1.2633899438598006	smarter_cells
LS-15521_S43_E1-50	7	9	19	19	-9.510967658184414	9.424644110990194	smarter_cells
LS-15521_S44_E1-50	4	7	5	11	10.358250596063282	3.753537263168014	smarter_cells
LS-15521_S45_E1-50	7	9	19	19	-9.970480612309311	11.381609582148574	smarter_cells
LS-15521_S46_E1-50	4	7	5	11	11.221098201657586	3.949894947963769	smarter_cells
LS-15521_S47_E1-50	4	8	6	10	9.390248543542826	-0.5400106984436224	smarter_cells
LS-15521_S48_E1-50	4	8	6	33	7.710322047875717	1.0061482622049982	smarter_cells
LS-15522_S01_E1-50	2	10	10	25	1.7180555801228086	-2.8297418267090966	smarter_cells
LS-15522_S02_E1-50	4	7	5	14	11.131170134984187	3.8076918416941687	smarter_cells
LS-15522_S03_E1-50	4	7	5	11	11.593881380366938	2.7271215193454084	smarter_cells
LS-15522_S04_E1-50	1	13	3	5	6.1504775027871865	6.939582736642517	smarter_cells
LS-15522_S06_E1-50	4	8	6	10	9.301390317844374	-1.5030003433023815	smarter_cells
LS-15522_S07_E1-50	1	4	3	5	6.2070767039053	7.944352342948511	smarter_cells
LS-15522_S08_E1-50	1	4	3	22	5.720594268799684	9.351631016685555	smarter_cells
LS-15522_S13_E1-50	4	7	5	14	11.193647958539358	4.238442779402083	smarter_cells
LS-15522_S15_E1-50	4	8	6	10	9.13865808650981	0.2934878874657405	smarter_cells
LS-15522_S49_E1-50	4	7	5	14	10.296997948074898	5.307186082218152	smarter_cells
LS-15522_S50_E1-50	4	8	6	10	8.914059554289906	0.2403945907060419	smarter_cells
LS-15522_S51_E1-50	4	7	5	11	10.722390398364292	3.909306175784815	smarter_cells
LS-15522_S53_E1-50	7	9	19	19	-9.162793506185618	11.096595380023153	smarter_cells
LS-15522_S54_E1-50	4	8	6	10	9.503028143150232	-0.7814702937941322	smarter_cells
LS-15522_S55_E1-50	4	8	6	33	7.804507651507595	1.1720470299270511	smarter_cells
LS-15522_S56_E1-50	4	13	18	17	6.543437435936405	4.809616479934206	smarter_cells
LS-15522_S57_E1-50	7	9	19	19	-8.824291741662275	10.0697667999761	smarter_cells
LS-15522_S58_E1-50	2	1	7	28	7.533805524252084	-1.5821476158731098	smarter_cells
LS-15522_S60_E1-50	4	8	6	10	9.160357097457938	-0.13437504319636795	smarter_cells
LS-15522_S61_E1-50	4	8	6	10	9.382280463830076	-0.4432057688651533	smarter_cells
LS-15522_S62_E1-50	7	9	19	19	-9.21802718406904	9.225440083555139	smarter_cells
LS-15522_S63_E1-50	7	9	19	19	-9.195223562301196	8.888526429944072	smarter_cells
LS-15522_S64_E1-50	4	7	5	14	11.79096289798752	3.6567688883931586	smarter_cells
LS-15524_S09_E1-50	2	1	7	28	6.893921826812553	-0.754279648242655	smarter_cells
LS-15524_S10_E1-50	4	8	6	10	9.30199058578813	-0.6846019839517552	smarter_cells
LS-15524_S11_E1-50	4	13	18	17	7.566221775552378	5.503016794481226	smarter_cells
LS-15524_S12_E1-50	4	7	5	11	9.594299659204507	3.801873977088103	smarter_cells
LS-15524_S13_E1-50	4	8	6	10	9.11604740798848	0.5283342401524183	smarter_cells
LS-15524_S14_E1-50	1	4	3	22	5.196850524517672	8.766200401158551	smarter_cells
LS-15524_S15_E1-50	4	8	6	33	7.70182693074214	1.3339495135556085	smarter_cells
LS-15524_S16_E1-50	4	7	5	14	11.367212600537172	4.3541362716101135	smarter_cells
LS-15524_S17_E1-50	4	7	5	11	9.836630898369926	4.516852690263377	smarter_cells
LS-15524_S18_E1-50	4	7	5	14	11.0699104744577	4.843621364507447	smarter_cells
LS-15524_S19_E1-50	4	7	5	11	11.069343680018562	3.1678190865764204	smarter_cells
LS-15524_S20_E1-50	4	8	6	10	8.98713935772731	0.5675596356317165	smarter_cells
LS-15524_S22_E1-50	4	8	6	33	7.905610426510496	1.6507969019802915	smarter_cells
LS-15524_S23_E1-50	4	8	6	33	8.781916303598113	1.1602312027053645	smarter_cells
LS-15524_S24_E1-50	4	7	5	14	11.346598541690419	4.707083987686426	smarter_cells
LS-15524_S49_E1-50	4	8	6	38	10.567355177398786	1.7539768498794812	smarter_cells
LS-15524_S50_E1-50	4	7	5	11	11.304907745373818	3.423646514208235	smarter_cells
LS-15524_S51_E1-50	8	11	11	20	-4.833787186059227	1.2070474607359427	smarter_cells
LS-15524_S52_E1-50	7	9	19	19	-9.707194388090086	10.986467807450563	smarter_cells
LS-15524_S53_E1-50	4	8	6	38	10.62366029643825	1.9496934229829257	smarter_cells
LS-15524_S54_E1-50	1	15	22	31	-0.7416923568911601	10.03243665268318	smarter_cells
LS-15524_S55_E1-50	4	7	5	11	9.606387681520477	4.681763389523109	smarter_cells
LS-15524_S56_E1-50	4	8	6	10	9.12352052966331	-1.1915358794455206	smarter_cells
LS-15524_S57_E1-50	4	7	5	11	10.746737241326299	4.235631131986908	smarter_cells
LS-15524_S58_E1-50	4	8	6	38	10.780698919542388	2.8367628894266037	smarter_cells
LS-15524_S59_E1-50	4	7	5	14	11.692695221337125	3.9116039179595243	smarter_cells
LS-15524_S60_E1-50	4	7	5	14	11.892566650588194	3.7113293754153283	smarter_cells
LS-15524_S61_E1-50	4	8	6	10	9.249108516655511	-0.1200320038734052	smarter_cells
LS-15524_S62_E1-50	1	15	22	31	-0.2511694027305737	10.614683995081577	smarter_cells
LS-15524_S63_E1-50	4	7	5	14	11.947884974231332	3.0490959871198675	smarter_cells
LS-15524_S64_E1-50	4	7	5	11	12.114364985243991	2.6957948954230044	smarter_cells
LS-15524_S65_E1-50	4	7	5	14	11.764960744050342	3.8699629965164353	smarter_cells
LS-15524_S66_E1-50	4	7	5	14	11.489662833386689	3.9403629919680583	smarter_cells
LS-15524_S67_E1-50	4	8	6	38	11.145440306605819	2.6557368664363024	smarter_cells
LS-15524_S68_E1-50	4	13	18	17	7.647270996005325	5.216314366137731	smarter_cells
LS-15524_S69_E1-50	4	8	6	10	8.265761973239355	-0.5053686334182892	smarter_cells
LS-15524_S70_E1-50	1	15	22	31	-0.6730856368905114	10.021862391108773	smarter_cells
LS-15524_S71_E1-50	4	7	5	14	10.924583779889943	4.306567133799115	smarter_cells
LS-15524_S72_E1-50	4	8	6	10	9.565960431280379	0.7211567168240491	smarter_cells
LS-15524_S73_E1-50	4	8	6	10	9.812945385471751	0.5856145216890088	smarter_cells
LS-15524_S74_E1-50	4	7	5	11	10.654034189970384	4.509643696741442	smarter_cells
LS-15524_S75_E1-50	4	7	5	11	10.028610970516665	4.06326763073347	smarter_cells
LS-15524_S76_E1-50	7	9	19	19	-9.263778728037849	10.98630838369147	smarter_cells
LS-15524_S77_E1-50	4	7	5	14	10.626172021639716	5.343450045873827	smarter_cells
LS-15524_S78_E1-50	4	8	6	33	7.657938269356037	1.3573112405375112	smarter_cells
LS-15524_S79_E1-50	4	7	5	14	11.354830890671845	5.1669425237616835	smarter_cells
LS-15524_S80_E1-50	4	7	5	14	10.933262492356596	5.113321947251121	smarter_cells
LS-15524_S81_E1-50	4	7	5	14	10.423553820488383	5.414838450008783	smarter_cells
LS-15524_S82_E1-50	4	7	5	11	9.604486664898445	4.95969594947231	smarter_cells
LS-15524_S83_E1-50	7	9	19	19	-9.59767058214617	9.21777592717873	smarter_cells
LS-15524_S84_E1-50	4	7	5	11	11.484755906727832	3.5888168205317355	smarter_cells
LS-15524_S85_E1-50	7	9	19	19	-9.777871026938445	11.751629827262239	smarter_cells
LS-15524_S86_E1-50	4	7	5	14	10.43939010837727	5.436007707821881	smarter_cells
LS-15524_S87_E1-50	4	13	18	17	8.510807840433328	4.746804983056461	smarter_cells
LS-15524_S88_E1-50	4	7	5	14	10.655430952726546	4.190537519395423	smarter_cells
LS-15525_S01_E1-50	5	2	1	36	5.714542023989851	-10.025744055728971	smarter_cells
LS-15525_S02_E1-50	5	2	1	3	4.526854789409438	-11.420320215223308	smarter_cells
LS-15525_S03_E1-50	5	2	1	3	5.614655467260362	-11.415272212905233	smarter_cells
LS-15525_S04_E1-50	5	2	1	36	6.813547421396153	-11.072196022027224	smarter_cells
LS-15525_S05_E1-50	5	2	1	36	7.283103571800134	-10.7036780659764	smarter_cells
LS-15525_S06_E1-50	5	2	1	18	5.785177699423041	-10.188699013110778	smarter_cells
LS-15526_S65_E1-50	1	4	3	22	5.6752447225240745	8.889040249294117	smarter_cells
LS-15526_S66_E1-50	1	4	3	22	5.661586973270614	9.517887121926208	smarter_cells
LS-15526_S67_E1-50	4	7	5	14	10.360534519137696	4.632317171717409	smarter_cells
LS-15526_S69_E1-50	1	15	22	31	-0.6970016072869408	10.35193218940722	smarter_cells
LS-15526_S70_E1-50	4	8	6	33	8.962958090449442	1.7918848851749731	smarter_cells
LS-15526_S71_E1-50	1	15	22	31	-0.8573236633945683	9.775442829574388	smarter_cells
LS-15526_S72_E1-50	4	7	5	14	11.317325900779606	4.162868831806213	smarter_cells
LS-15526_S73_E1-50	4	8	6	38	10.288857904318311	2.4570034390956716	smarter_cells
LS-15526_S74_E1-50	4	8	6	33	9.63552347741868	2.570431543547363	smarter_cells
LS-15526_S75_E1-50	4	8	6	38	10.835288266504314	2.231503700163374	smarter_cells
LS-15526_S76_E1-50	4	8	6	33	8.451771926949089	1.8800169280366676	smarter_cells
LS-15526_S77_E1-50	4	8	6	33	9.908616859711943	3.0031980296312932	smarter_cells
LS-15526_S78_E1-50	4	8	6	38	11.024506296597849	2.726608049481416	smarter_cells
LS-15526_S79_E1-50	4	7	5	14	11.324122987809337	3.395876590083031	smarter_cells
LS-15526_S80_E1-50	7	9	19	19	-9.71514142294604	11.120961007980148	smarter_cells
LS-15526_S81_E1-50	4	7	5	14	11.542290230979814	3.9194405673909647	smarter_cells
LS-15526_S82_E1-50	4	8	6	33	8.999839616146257	2.28032930508166	smarter_cells
LS-15526_S83_E1-50	4	7	5	11	10.752880488824054	3.2878087312878272	smarter_cells
LS-15526_S84_E1-50	1	4	3	22	5.928374911267015	9.309412634686886	smarter_cells
LS-15526_S85_E1-50	4	8	6	10	8.562654009770217	0.01752995310977581	smarter_cells
LS-15526_S86_E1-50	1	4	3	29	4.475446588331818	10.047790591328168	smarter_cells
LS-15526_S87_E1-50	4	7	5	14	11.33950978616565	4.472835768253759	smarter_cells
LS-15526_S88_E1-50	2	1	7	28	6.889038137073937	-0.5747807341422001	smarter_cells
LS-15526_S89_E1-50	7	9	19	19	-10.074932410664731	11.320178913082144	smarter_cells
LS-15526_S90_E1-50	4	13	18	17	7.257877222252111	5.217187704103134	smarter_cells
LS-15526_S91_E1-50	4	7	5	14	11.733088219121337	4.348201286288148	smarter_cells
LS-15526_S92_E1-50	4	8	6	33	8.510084795849954	2.0288637304237613	smarter_cells
LS-15526_S93_E1-50	4	8	6	38	10.668361944622928	2.395187321230742	smarter_cells
LS-15526_S94_E1-50	4	8	6	33	9.237299123645753	2.1937206032952767	smarter_cells
LS-15526_S95_E1-50	4	7	5	14	10.364710640301652	4.989866733855008	smarter_cells
LS-15526_S96_E1-50	4	7	5	14	11.596064794001904	4.11805100932579	smarter_cells
LS-15532_S02_E1-50	4	8	6	10	8.867971529161458	0.7540559114621014	smarter_cells
LS-15532_S03_E1-50	4	8	6	10	8.200822997083836	-0.5384905334661159	smarter_cells
LS-15532_S04_E1-50	7	9	19	19	-9.845074006789062	10.694961378805596	smarter_cells
